resolution_id,family,award_year,filename,source_sha256,source_sheet,source_excel_row,expected_raw_opeid,expected_school,expected_state,expected_zip_code,source_url,resolution_status,recovered_opeid8,resolution_method,evidence_json,candidate_opeids_json,candidate_unitids_json,same_family_target_key_count,scope_review_required,reviewed_by,reviewed_at,notes,pell_recipients,pell_disbursements,acg_recipients,acg_disbursements,smart_recipients,smart_disbursements,verified_unitid,unitid_resolution_status,unitid_resolution_method,unitid_evidence_json,existing_grant_unitid_collision_count
grants_2000_123,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,123,,QUAPAW TECHNICAL INSTITUTE,AR,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2000,""unitid"":107673,""opeid8"":""02120500"",""instnm"":""QUAPAW TECHNICAL INSTITUTE"",""state"":""AR"",""zip_code"":""71913"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip"",""sha256"":""a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8"",""member"":""fa2000hd.csv""}]","[""02120500""]",[107673],,True,Codex evidence review,2026-09-23,"No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. The archived official Federal School Codes lists FAFSA 010848 while contemporaneous HD reports OPEID 02120500, demonstrating that school-code padding is unsafe. Quapaw later merged into National Park; historical grant reporting identity needs full-ID corroboration.",151,294052.7,,,,,,,,,
grants_2000_1862,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,1862,,LOUISIANA TECHNICAL COLLEGE - SOWELA CAMPUS,LA,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2000,""unitid"":160579,""opeid8"":""00546700"",""instnm"":""LOUISIANA TECHNICAL COLLEGE-SOWELA CAMPUS"",""state"":""LA"",""zip_code"":""70615"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip"",""sha256"":""a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8"",""member"":""fa2000hd.csv""}]","[""00546700""]",[160579],,True,Codex evidence review,2026-09-23,No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. HD changes from 00546700(1999/2000) to 00548836(2001/2002); the later independent college must not be carried backward.,436,828058,,,,,,,,,
grants_2000_2424,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,2424,,NEI COLLEGE OF TECHNOLOGY,MN,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,approved,00735300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""sha256"":""a999c2e527cf384d1026191e7146e0eace81b2374f3a290b9164bbb75c3feada"",""sheet"":""AY2000-2001"",""excel_row"":2219,""raw_opeid"":""00735300"",""opeid8"":""00735300"",""school"":""NEI COLLEGE OF TECHNOLOGY"",""state"":""MN"",""zip_code"":""554212974"",""award_year"":""2000-2001""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2000,""unitid"":174516,""opeid8"":""00735300"",""instnm"":""NEI COLLEGE OF TECHNOLOGY"",""city"":""COLUMBIA HEIGHTS"",""state"":""MN"",""zip_code"":""554212974"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip"",""sha256"":""a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8"",""member"":""fa2000hd.csv""}]","[""00735300""]",[174516],0,False,Codex evidence review,2026-09-23,Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated.,192,256324.1,,,,,,,,,
grants_2000_2426,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,2426,,HERZING COLLEGE,MN,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,unresolved,,same_name_existing_grant_row_collision,,"[""01101700""]",[],1,True,Codex evidence review,2026-09-23,"Same workbook already contains Herzing College,MN 01101700 with distinct Pell measures. Blank row lacks ZIP; assigning that ID would collapse distinct rows or double count. Require campus-specific historical evidence.",323,551665,,,,,,,,,
grants_2000_3954,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,3954,,UNIVERSITY OF PITTSBURGH - BRADFORD,PA,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,approved,00338000,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""sha256"":""a999c2e527cf384d1026191e7146e0eace81b2374f3a290b9164bbb75c3feada"",""sheet"":""AY2000-2001"",""excel_row"":3444,""raw_opeid"":""00338000"",""opeid8"":""00338000"",""school"":""UNIVERSITY OF PITTSBURGH - BRADFORD"",""state"":""PA"",""zip_code"":""167012898"",""award_year"":""2000-2001""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2000,""unitid"":215266,""opeid8"":""00338000"",""instnm"":""UNIVERSITY OF PITTSBURGH-BRADFORD"",""city"":""BRADFORD"",""state"":""PA"",""zip_code"":""16701"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip"",""sha256"":""a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8"",""member"":""fa2000hd.csv""}]","[""00338000""]",[215266],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",423,800797.57,,,,,,,,,
grants_2000_3955,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,3955,,UNIVERSITY OF PITTSBURGH - GREENSBURG,PA,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,approved,00338100,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""sha256"":""a999c2e527cf384d1026191e7146e0eace81b2374f3a290b9164bbb75c3feada"",""sheet"":""AY2000-2001"",""excel_row"":3445,""raw_opeid"":""00338100"",""opeid8"":""00338100"",""school"":""UNIVERSITY OF PITTSBURGH - GREENSBURG"",""state"":""PA"",""zip_code"":""156015898"",""award_year"":""2000-2001""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2000,""unitid"":215275,""opeid8"":""00338100"",""instnm"":""UNIVERSITY OF PITTSBURGH-GREENSBURG"",""city"":""GREENSBURG"",""state"":""PA"",""zip_code"":""15601"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip"",""sha256"":""a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8"",""member"":""fa2000hd.csv""}]","[""00338100""]",[215275],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",473,884383,,,,,,,,,
grants_2000_3956,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,3956,,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,PA,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,approved,00338200,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""sha256"":""a999c2e527cf384d1026191e7146e0eace81b2374f3a290b9164bbb75c3feada"",""sheet"":""AY2000-2001"",""excel_row"":3446,""raw_opeid"":""00338200"",""opeid8"":""00338200"",""school"":""UNIVERSITY OF PITTSBURGH AT JOHNSTOWN"",""state"":""PA"",""zip_code"":""159042990"",""award_year"":""2000-2001""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2000,""unitid"":215284,""opeid8"":""00338200"",""instnm"":""UNIVERSITY OF PITTSBURGH-JOHNSTOWN"",""city"":""JOHNSTOWN"",""state"":""PA"",""zip_code"":""15904"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip"",""sha256"":""a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8"",""member"":""fa2000hd.csv""}]","[""00338200""]",[215284],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",884,1616463,,,,,,,,,
grants_2000_3957,grants,2000-2001,AY2000-01Pell.xls,992f55a4be031c35e40ab06826ef37e94b61ed6535e8a1177c22cda6f23aa95d,AY 2000-2001,3957,,UNIVERSITY OF PITTSBURGH AT TITUSVILLE,PA,,https://studentaid.gov/sites/default/files/AY2000-01Pell.xls,approved,00338300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2000_2001_All.xls"",""sha256"":""a999c2e527cf384d1026191e7146e0eace81b2374f3a290b9164bbb75c3feada"",""sheet"":""AY2000-2001"",""excel_row"":3447,""raw_opeid"":""00338300"",""opeid8"":""00338300"",""school"":""UNIVERSITY OF PITTSBURGH AT TITUSVILLE"",""state"":""PA"",""zip_code"":""163542010"",""award_year"":""2000-2001""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2000,""unitid"":215309,""opeid8"":""00338300"",""instnm"":""UNIVERSITY OF PITTSBURGH-TITUSVILLE"",""city"":""TITUSVILLE"",""state"":""PA"",""zip_code"":""16354"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip"",""sha256"":""a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8"",""member"":""fa2000hd.csv""}]","[""00338300""]",[215309],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",190,383018.36,,,,,,,,,
grants_2001_114,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,114,,FOOTHILLS TECHNICAL INSTITUTE,AR,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2001,""unitid"":106935,""opeid8"":""00531900"",""instnm"":""FOOTHILLS TECHNICAL INSTITUTE"",""state"":""AR"",""zip_code"":""72143"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""00531900""]",[106935],,True,Codex evidence review,2026-09-23,"No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. Official Federal School Codes confirms FAFSA 005319, but a FAFSA code is not a full OPEID and no full-ID source corroboration was found. Avoid substituting the later merged Arkansas State Beebe reporting unit.",159,333893.39,,,,,,,,,
grants_2001_120,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,120,,QUAPAW TECHNICAL INSTITUTE,AR,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2001,""unitid"":107673,""opeid8"":""02120500"",""instnm"":""QUAPAW TECHNICAL INSTITUTE"",""state"":""AR"",""zip_code"":""71913"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""02120500""]",[107673],,True,Codex evidence review,2026-09-23,"No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. The archived official Federal School Codes lists FAFSA 010848 while contemporaneous HD reports OPEID 02120500, demonstrating that school-code padding is unsafe. Quapaw later merged into National Park; historical grant reporting identity needs full-ID corroboration.",113,234230.12,,,,,,,,,
grants_2001_1855,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,1855,,LOUISIANA TECHNICAL COLLEGE - SOWELA CAMPUS,LA,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2001,""unitid"":160579,""opeid8"":""00548836"",""instnm"":""LOUISIANA TECHNICAL COLLEGE-SOWELA CAMPUS"",""state"":""LA"",""zip_code"":""70616"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""00548836""]",[160579],,True,Codex evidence review,2026-09-23,No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. HD changes from 00546700(1999/2000) to 00548836(2001/2002); the later independent college must not be carried backward.,498,1040588,,,,,,,,,
grants_2001_2411,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,2411,,NEI COLLEGE OF TECHNOLOGY,MN,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,approved,00735300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""sha256"":""50bf90feb2ad42a0a80b7c1d458c3d760856fc4066df7d31deef39d5a2e27764"",""sheet"":""AY2001-2002"",""excel_row"":2231,""raw_opeid"":""00735300"",""opeid8"":""00735300"",""school"":""NEI COLLEGE OF TECHNOLOGY"",""state"":""MN"",""zip_code"":""554212974"",""award_year"":""2001-2002""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2001,""unitid"":174516,""opeid8"":""00735300"",""instnm"":""NEI COLLEGE OF TECHNOLOGY"",""city"":""COLUMBIA HEIGHTS"",""state"":""MN"",""zip_code"":""554212974"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""00735300""]",[174516],0,False,Codex evidence review,2026-09-23,Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated.,256,386669.55,,,,,,,,,
grants_2001_2413,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,2413,,HERZING COLLEGE,MN,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,unresolved,,same_name_existing_grant_row_collision,,"[""01101700""]",[],1,True,Codex evidence review,2026-09-23,"Same workbook already contains Herzing College,MN 01101700 with distinct Pell measures. Blank row lacks ZIP; assigning that ID would collapse distinct rows or double count. Require campus-specific historical evidence.",318,574860,,,,,,,,,
grants_2001_3929,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,3929,,UNIVERSITY OF PITTSBURGH - BRADFORD,PA,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,approved,00338000,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""sha256"":""50bf90feb2ad42a0a80b7c1d458c3d760856fc4066df7d31deef39d5a2e27764"",""sheet"":""AY2001-2002"",""excel_row"":3451,""raw_opeid"":""00338000"",""opeid8"":""00338000"",""school"":""UNIVERSITY OF PITTSBURGH - BRADFORD"",""state"":""PA"",""zip_code"":""167012898"",""award_year"":""2001-2002""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2001,""unitid"":215266,""opeid8"":""00338000"",""instnm"":""UNIVERSITY OF PITTSBURGH-BRADFORD"",""city"":""BRADFORD"",""state"":""PA"",""zip_code"":""16701"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""00338000""]",[215266],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",453,965837.06,,,,,,,,,
grants_2001_3930,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,3930,,UNIVERSITY OF PITTSBURGH - GREENSBURG,PA,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,approved,00338100,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""sha256"":""50bf90feb2ad42a0a80b7c1d458c3d760856fc4066df7d31deef39d5a2e27764"",""sheet"":""AY2001-2002"",""excel_row"":3452,""raw_opeid"":""00338100"",""opeid8"":""00338100"",""school"":""UNIVERSITY OF PITTSBURGH - GREENSBURG"",""state"":""PA"",""zip_code"":""156015898"",""award_year"":""2001-2002""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2001,""unitid"":215275,""opeid8"":""00338100"",""instnm"":""UNIVERSITY OF PITTSBURGH-GREENSBURG"",""city"":""GREENSBURG"",""state"":""PA"",""zip_code"":""15601"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""00338100""]",[215275],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",539,1175577,,,,,,,,,
grants_2001_3931,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,3931,,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,PA,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,approved,00338200,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""sha256"":""50bf90feb2ad42a0a80b7c1d458c3d760856fc4066df7d31deef39d5a2e27764"",""sheet"":""AY2001-2002"",""excel_row"":3453,""raw_opeid"":""00338200"",""opeid8"":""00338200"",""school"":""UNIVERSITY OF PITTSBURGH AT JOHNSTOWN"",""state"":""PA"",""zip_code"":""159042990"",""award_year"":""2001-2002""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2001,""unitid"":215284,""opeid8"":""00338200"",""instnm"":""UNIVERSITY OF PITTSBURGH-JOHNSTOWN"",""city"":""JOHNSTOWN"",""state"":""PA"",""zip_code"":""15904"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""00338200""]",[215284],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",921,1947103,,,,,,,,,
grants_2001_3932,grants,2001-2002,AY2001-02Pell.xls,8090a9bde7c33319f4eef90a75d26a5e6ffe4768218c4e5eb0954d2222b259d1,AY 2001-2002,3932,,UNIVERSITY OF PITTSBURGH AT TITUSVILLE,PA,,https://studentaid.gov/sites/default/files/AY2001-02Pell.xls,approved,00338300,same_year_fsa_full_id_plus_official_hd,"[{""kind"":""same_award_year_fsa_full_opeid"",""family"":""ffel"",""filename"":""FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""url"":""https://studentaid.gov/sites/default/files/FFEL_AwardYr_Summary_AY2001_2002_All.xls"",""sha256"":""50bf90feb2ad42a0a80b7c1d458c3d760856fc4066df7d31deef39d5a2e27764"",""sheet"":""AY2001-2002"",""excel_row"":3454,""raw_opeid"":""00338300"",""opeid8"":""00338300"",""school"":""UNIVERSITY OF PITTSBURGH AT TITUSVILLE"",""state"":""PA"",""zip_code"":""163542010"",""award_year"":""2001-2002""},{""kind"":""same_year_official_ipeds_directory"",""ipeds_year"":2001,""unitid"":215309,""opeid8"":""00338300"",""instnm"":""UNIVERSITY OF PITTSBURGH-TITUSVILLE"",""city"":""TITUSVILLE"",""state"":""PA"",""zip_code"":""16354"",""act"":""A"",""cyactive"":""1"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip"",""sha256"":""b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8"",""member"":""fa2001hd.csv""}]","[""00338300""]",[215309],0,True,Codex evidence review,2026-09-23,"Recover the published grant row identity only; preserve all source measures and raw missing ID. The full OPEID is independently printed on a same-award-year FSA report and uniquely present in the annual HD with compatible institution/state/location; no grant row already has this key. No parent aid is copied or allocated. The source grant report separately lists Pittsburgh main campus 00337900; candidate is the specifically named branch, and contemporaneous FFEL distinguishes all campuses. HD 2005 changes branch OPEIDs, so the recovery is confined to the recorded award year.",236,512989.24,,,,,,,,,
grants_2002_114,grants,2002-2003,AY2002-03Pell.xls,25a15d91f18a10725d1f79f019071c045827f8ae018346ca6ab17ba689ed72e6,AY 2002-2003,114,,FOOTHILLS TECHNICAL INSTITUTE,AR,,https://studentaid.gov/sites/default/files/AY2002-03Pell.xls,unresolved,,insufficient_contemporaneous_full_id_corroboration,"[{""kind"":""unassigned_annual_hd_candidate"",""ipeds_year"":2002,""unitid"":106935,""opeid8"":""00531900"",""instnm"":""FOOTHILLS TECHNICAL INSTITUTE"",""state"":""AR"",""zip_code"":""72143"",""url"":""https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip"",""sha256"":""92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16"",""member"":""hd2002.csv""}]","[""00531900""]",[106935],,True,Codex evidence review,2026-09-23,"No same-year independent FSA full-ID record verifies the blank row. A directory name candidate alone is not an approved recovery. Official Federal School Codes confirms FAFSA 005319, but a FAFSA code is not a full OPEID and no full-ID source corroboration was found. Avoid substituting the later merged Arkansas State Beebe reporting unit.",216,493255.7,,,,,,,,,
