family,award_year,record_disposition,record_origin,source_record_count,campus__fseog_disbursements,campus__fws_disbursements,campus__perkins_disbursements_amt,grant__acg_disbursements,grant__iasg_disbursements,grant__pell_disbursements,grant__smart_disbursements,grant__teach_disbursements,loan_direct__grad_plus_disbursements,loan_direct__grad_plus_loans_originated_amt,loan_direct__parent_plus_disbursements,loan_direct__parent_plus_loans_originated_amt,loan_direct__plus_disbursements,loan_direct__plus_loans_originated_amt,loan_direct__subsidized_disbursements,loan_direct__subsidized_graduate_disbursements,loan_direct__subsidized_graduate_loans_originated_amt,loan_direct__subsidized_loans_originated_amt,loan_direct__subsidized_undergraduate_disbursements,loan_direct__subsidized_undergraduate_loans_originated_amt,loan_direct__unsubsidized_disbursements,loan_direct__unsubsidized_graduate_disbursements,loan_direct__unsubsidized_graduate_loans_originated_amt,loan_direct__unsubsidized_loans_originated_amt,loan_direct__unsubsidized_undergraduate_disbursements,loan_direct__unsubsidized_undergraduate_loans_originated_amt,loan_ffel__grad_plus_disbursements,loan_ffel__grad_plus_loans_originated_amt,loan_ffel__parent_plus_disbursements,loan_ffel__parent_plus_loans_originated_amt,loan_ffel__plus_disbursements,loan_ffel__plus_loans_originated_amt,loan_ffel__subsidized_disbursements,loan_ffel__subsidized_loans_originated_amt,loan_ffel__unsubsidized_disbursements,loan_ffel__unsubsidized_loans_originated_amt
campus_based,2005-2006,ambiguous_family_multiple_records,opeid_master,2,7216761.0,11595290.0,11448481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2005-2006,excluded_annual_identity_unresolved,opeid_master,132,100999472.0,87454940.0,135257259.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2005-2006,included_unique_family_record,opeid_master,3930,957360940.0,1008195881.0,1492063833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2005-2006,quarantined_identity_unresolved,raw_source_quarantine,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2006-2007,ambiguous_family_multiple_records,opeid_master,2,7312115.0,9499443.0,13210395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2006-2007,excluded_annual_identity_unresolved,opeid_master,107,105621056.0,81788150.0,131771925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2006-2007,included_unique_family_record,opeid_master,3833,967754018.0,951133084.0,1473195637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2007-2008,ambiguous_family_multiple_records,opeid_master,2,5708095.0,9768780.0,11978132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2007-2008,excluded_annual_identity_unresolved,opeid_master,116,112921990.0,84981290.0,120533710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2007-2008,included_unique_family_record,opeid_master,3845,949420340.0,968338268.0,1250928238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2008-2009,ambiguous_family_multiple_records,opeid_master,2,5743674.0,9776592.0,10226099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2008-2009,excluded_annual_identity_unresolved,opeid_master,113,96861308.0,84867393.0,73365452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2008-2009,included_unique_family_record,opeid_master,3810,936675691.0,1018544521.0,877538007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2009-2010,excluded_annual_identity_unresolved,opeid_master,124,95672936.0,88527852.0,58256728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2009-2010,included_unique_family_record,opeid_master,3846,970754179.0,1157535404.0,757891589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2010-2011,excluded_annual_identity_unresolved,opeid_master,145,101709669.0,94207259.0,60197057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2010-2011,included_unique_family_record,opeid_master,3941,910816789.0,1104034513.0,796597502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2011-2012,excluded_annual_identity_unresolved,opeid_master,53,45955138.0,43763701.0,29221857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2011-2012,included_unique_family_record,opeid_master,4008,921462777.0,1132141037.0,919291084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2012-2013,excluded_annual_identity_unresolved,opeid_master,61,47346004.0,45229945.0,38346751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2012-2013,included_unique_family_record,opeid_master,3985,930335022.0,1115823877.0,972292938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2013-2014,excluded_annual_identity_unresolved,opeid_master,67,58035185.0,57186117.0,60948669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2013-2014,included_unique_family_record,opeid_master,3943,866765347.0,1064646273.0,1110404217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2014-2015,excluded_annual_identity_unresolved,opeid_master,82,67840539.0,46321276.0,51113157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2014-2015,included_unique_family_record,opeid_master,3931,914851189.0,1053948010.0,1109260955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2015-2016,excluded_annual_identity_unresolved,opeid_master,68,55604625.0,50975167.0,46796780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2015-2016,included_unique_family_record,opeid_master,3879,937270253.0,1045105274.0,998516349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2016-2017,excluded_annual_identity_unresolved,opeid_master,63,51693398.0,43337629.0,31242541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2016-2017,included_unique_family_record,opeid_master,3805,935351798.0,1042214971.0,855025879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2017-2018,excluded_annual_identity_unresolved,opeid_master,42,61608143.0,44012197.0,27694871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2017-2018,included_unique_family_record,opeid_master,3636,946037409.0,1055161697.0,602893144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2018-2019,excluded_annual_identity_unresolved,opeid_master,55,62077699.0,49079223.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2018-2019,included_unique_family_record,opeid_master,3652,1072587909.0,1102394811.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2019-2020,excluded_annual_identity_unresolved,opeid_master,41,63656191.0,48767230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2019-2020,included_unique_family_record,opeid_master,3566,1130606881.0,1077758851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2020-2021,excluded_annual_identity_unresolved,opeid_master,46,82843704.0,29849765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2020-2021,included_unique_family_record,opeid_master,3543,1368291891.0,673448010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2021-2022,excluded_annual_identity_unresolved,opeid_master,44,78670675.0,34197810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2021-2022,included_unique_family_record,opeid_master,3536,1367611558.0,819487626.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2022-2023,excluded_annual_identity_unresolved,opeid_master,48,85994433.0,42506115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2022-2023,included_unique_family_record,opeid_master,3503,1308402604.0,899600372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2023-2024,excluded_annual_identity_unresolved,opeid_master,39,69343106.0,41081577.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campus_based,2023-2024,included_unique_family_record,opeid_master,3181,1037023416.0,910768150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direct_loans,1999-2000,excluded_annual_identity_unresolved,opeid_master,46,,,,,,,,,,,,,8832678.0,9180515.0,120592599.0,,,127273224.0,,,53328797.0,,,56676171.0,,,,,,,,,,,,
direct_loans,1999-2000,included_unique_family_record,opeid_master,1195,,,,,,,,,,,,,1116961630.0,1168186685.0,5218938596.0,,,5527604001.0,,,3622479601.0,,,3851997922.0,,,,,,,,,,,,
direct_loans,2000-2001,excluded_annual_identity_unresolved,opeid_master,59,,,,,,,,,,,,,59486190.0,63248150.0,397624470.0,,,422229146.0,,,245838008.0,,,262335365.0,,,,,,,,,,,,
direct_loans,2000-2001,included_unique_family_record,opeid_master,1145,,,,,,,,,,,,,1121716121.0,1181501864.0,4653992159.0,,,4930259197.0,,,3419544483.0,,,3644579319.0,,,,,,,,,,,,
direct_loans,2001-2002,excluded_annual_identity_unresolved,opeid_master,46,,,,,,,,,,,,,68793310.0,71957455.0,437276516.0,,,461708324.0,,,280088877.0,,,296177254.0,,,,,,,,,,,,
direct_loans,2001-2002,included_unique_family_record,opeid_master,1108,,,,,,,,,,,,,1199733314.0,1241928892.0,4710123629.0,,,4900900347.0,,,3684954075.0,,,3861528471.0,,,,,,,,,,,,
direct_loans,2002-2003,excluded_annual_identity_unresolved,opeid_master,34,,,,,,,,,,,,,74579813.0,79019618.0,338288095.0,,,364251298.0,,,227370432.0,,,246979889.0,,,,,,,,,,,,
direct_loans,2002-2003,included_unique_family_record,opeid_master,1080,,,,,,,,,,,,,1470920450.0,1561086812.0,5205285473.0,,,5582343174.0,,,4138895763.0,,,4483915306.0,,,,,,,,,,,,
direct_loans,2003-2004,excluded_annual_identity_unresolved,opeid_master,44,,,,,,,,,,,,,105427488.0,111259436.0,351797495.0,,,378718045.0,,,245519916.0,,,267133253.0,,,,,,,,,,,,
direct_loans,2003-2004,included_unique_family_record,opeid_master,1042,,,,,,,,,,,,,1701639228.0,1802550663.0,5308816023.0,,,5683634674.0,,,4189413702.0,,,4532013393.0,,,,,,,,,,,,
direct_loans,2004-2005,ambiguous_family_multiple_records,opeid_master,2,,,,,,,,,,,,,482549.0,511615.0,7617417.0,,,8213924.0,,,5998820.0,,,6510783.0,,,,,,,,,,,,
direct_loans,2004-2005,excluded_annual_identity_unresolved,opeid_master,54,,,,,,,,,,,,,118707652.0,126043674.0,381050893.0,,,414043621.0,,,291149165.0,,,320753470.0,,,,,,,,,,,,
direct_loans,2004-2005,included_unique_family_record,opeid_master,1026,,,,,,,,,,,,,1882053371.0,1987397567.0,5250481061.0,,,5619161192.0,,,4220493180.0,,,4562275093.0,,,,,,,,,,,,
direct_loans,2005-2006,excluded_annual_identity_unresolved,opeid_master,50,,,,,,,,,6600.0,6600.0,,,140261852.0,149350956.0,354805505.0,,,384345593.0,,,288516324.0,,,316107602.0,,,,,,,,,,,,
direct_loans,2005-2006,included_unique_family_record,opeid_master,1027,,,,,,,,,6618268.0,7330264.0,,,2011460648.0,2140907746.0,5139118283.0,,,5510216917.0,,,4376878108.0,,,4734875934.0,,,,,,,,,,,,
direct_loans,2006-2007,excluded_annual_identity_unresolved,opeid_master,60,,,,,,,,,7093315.0,7399686.0,144380094.0,154246917.0,,,348189655.0,,,381943633.0,,,319116315.0,,,355428230.0,,,,,,,,,,,,
direct_loans,2006-2007,included_unique_family_record,opeid_master,1026,,,,,,,,,211816393.0,222943562.0,1881963946.0,1998034801.0,,,4905031148.0,,,5262269590.0,,,4172419540.0,,,4515282800.0,,,,,,,,,,,,
direct_loans,2007-2008,excluded_annual_identity_unresolved,opeid_master,96,,,,,,,,,11945785.0,12544031.0,143467920.0,152559003.0,,,403786637.0,,,441037153.0,,,368062257.0,,,406288384.0,,,,,,,,,,,,
direct_loans,2007-2008,included_unique_family_record,opeid_master,1285,,,,,,,,,365843899.0,383947478.0,1806627414.0,1913245688.0,,,5521748853.0,,,5922343407.0,,,4718907798.0,,,5103355201.0,,,,,,,,,,,,
direct_loans,2008-2009,excluded_annual_identity_unresolved,opeid_master,191,,,,,,,,,21017859.0,21800427.0,164125907.0,172589593.0,,,348679482.0,,,372709079.0,,,390259032.0,,,421006357.0,,,,,,,,,,,,
direct_loans,2008-2009,included_unique_family_record,opeid_master,2172,,,,,,,,,787668465.0,813886901.0,2560675745.0,2673201517.0,,,8098793955.0,,,8576597522.0,,,9153312889.0,,,9769533196.0,,,,,,,,,,,,
direct_loans,2009-2010,excluded_annual_identity_unresolved,opeid_master,296,,,,,,,,,137233404.0,138617562.0,335050355.0,342932360.0,,,1591183049.0,,,1634230766.0,,,2063157997.0,,,2133939026.0,,,,,,,,,,,,
direct_loans,2009-2010,included_unique_family_record,opeid_master,3964,,,,,,,,,1974484791.0,1993798569.0,4179497532.0,4244408327.0,,,14747087205.0,,,15120608354.0,,,17554243514.0,,,18115462541.0,,,,,,,,,,,,
direct_loans,2010-2011,excluded_annual_identity_unresolved,opeid_master,697,,,,,,,,,793790185.0,800123210.0,980724722.0,995031885.0,,,,1653559637.0,1687258939.0,,3759964026.0,3841403925.0,,2159263234.0,2211570338.0,,4481892484.0,4604386562.0,,,,,,,,,,
direct_loans,2010-2011,included_unique_family_record,opeid_master,4964,,,,,,,,,6165485686.0,6219178970.0,9610717634.0,9747916041.0,,,,10013187308.0,10111865931.0,,25184741167.0,25798946672.0,,14333286692.0,14525868824.0,,26206905248.0,27044077764.0,,,,,,,,,,
direct_loans,2011-2012,excluded_annual_identity_unresolved,opeid_master,535,,,,,,,,,670670760.0,676497762.0,468921116.0,476960483.0,,,,743183193.0,766612912.0,,1155394871.0,1172390470.0,,975143184.0,1007234773.0,,1414589077.0,1441997373.0,,,,,,,,,,
direct_loans,2011-2012,included_unique_family_record,opeid_master,5135,,,,,,,,,6808738078.0,6879512141.0,10607551292.0,10789054541.0,,,,10858192170.0,10969094326.0,,27817748595.0,28343841378.0,,15489734247.0,15702140769.0,,29077992855.0,29824272921.0,,,,,,,,,,
direct_loans,2012-2013,excluded_annual_identity_unresolved,opeid_master,509,,,,,,,,,755057699.0,763253316.0,582968533.0,593003993.0,,,1184763454.0,,,1200731415.0,,,,1660643899.0,1690675964.0,,1439967273.0,1469601806.0,,,,,,,,,,
direct_loans,2012-2013,included_unique_family_record,opeid_master,5141,,,,,,,,,6848737707.0,6935384044.0,9238202130.0,9428806045.0,,,26615938241.0,,,27151833380.0,,,,25314525955.0,25717516243.0,,28079049030.0,28842839014.0,,,,,,,,,,
direct_loans,2013-2014,excluded_annual_identity_unresolved,opeid_master,516,,,,,,,,,841662422.0,843510122.0,638868973.0,640173128.0,,,1493911668.0,,,1504241937.0,,,,1782514905.0,1787995394.0,,1836262554.0,1853578045.0,,,,,,,,,,
direct_loans,2013-2014,included_unique_family_record,opeid_master,5000,,,,,,,,,7266163579.0,7292851107.0,9644661892.0,9683140457.0,,,24948889781.0,,,25207538531.0,,,,25533676930.0,25675253931.0,,26172456975.0,26534599604.0,,,,,,,,,,
direct_loans,2014-2015,excluded_annual_identity_unresolved,opeid_master,487,,,,,,,,,916636309.0,919009871.0,658289934.0,659227702.0,,,1702932799.0,,,1705722384.0,,,,2037578693.0,2039860586.0,,2071486117.0,2075620268.0,,,,,,,,,,
direct_loans,2014-2015,included_unique_family_record,opeid_master,4986,,,,,,,,,7434312981.0,7461430053.0,10058107486.0,10091542138.0,,,22958791207.0,,,23125118038.0,,,,24548569353.0,24659539337.0,,24070912357.0,24286101385.0,,,,,,,,,,
direct_loans,2015-2016,excluded_annual_identity_unresolved,opeid_master,489,,,,,,,,,986396252.0,986468446.0,715406435.0,715559275.0,,,1156465295.0,,,1157039955.0,,,,1720195760.0,1720447174.0,,1322296063.0,1323460864.0,,,,,,,,,,
direct_loans,2015-2016,included_unique_family_record,opeid_master,4952,,,,,,,,,7856566796.0,7857210678.0,11246352934.0,11247652629.0,,,21798389010.0,,,21808844823.0,,,,24912462993.0,24918165093.0,,22768371896.0,22784469209.0,,,,,,,,,,
direct_loans,2016-2017,excluded_annual_identity_unresolved,opeid_master,469,,,,,,,,,980018362.0,980066692.0,694383533.0,694450414.0,,,894426104.0,,,895541829.0,,,,1634997519.0,1636266102.0,,992101846.0,993558679.0,,,,,,,,,,
direct_loans,2016-2017,included_unique_family_record,opeid_master,4870,,,,,,,,,8665317046.0,8667573171.0,11872865854.0,11875337815.0,,,20758948422.0,,,20773408180.0,,,,25390286556.0,25404810174.0,,21900121360.0,21918343073.0,,,,,,,,,,
direct_loans,2017-2018,excluded_annual_identity_unresolved,opeid_master,469,,,,,,,,,1033197534.0,1033197534.0,731211015.0,731266734.0,,,943109271.0,,,944270812.0,,,,1660003989.0,1661477087.0,,1032250958.0,1033649771.0,,,,,,,,,,
direct_loans,2017-2018,included_unique_family_record,opeid_master,4780,,,,,,,,,9261346505.0,9261768231.0,12016040213.0,12016297560.0,,,19964091344.0,,,19966040882.0,,,,25459730198.0,25462155501.0,,20618517156.0,20621459571.0,,,,,,,,,,
direct_loans,2018-2019,excluded_annual_identity_unresolved,opeid_master,461,,,,,,,,,1047926627.0,1048002619.0,711881189.0,711980596.0,,,940493507.0,,,941627731.0,,,,1606031984.0,1607603821.0,,1055711214.0,1057213822.0,,,,,,,,,,
direct_loans,2018-2019,included_unique_family_record,opeid_master,4689,,,,,,,,,9691104389.0,9693170261.0,12076764506.0,12077058938.0,,,18875404923.0,,,18879504173.0,,,,25624725520.0,25636093953.0,,19632279962.0,19638369399.0,,,,,,,,,,
direct_loans,2019-2020,excluded_annual_identity_unresolved,opeid_master,451,,,,,,,,,1166743558.0,1166753935.0,676078208.0,676110013.0,,,903004642.0,,,903781711.0,,,,1575214768.0,1576930777.0,,1040580879.0,1041801828.0,,,,,,,,,,
direct_loans,2019-2020,included_unique_family_record,opeid_master,4605,,,,,,,,,10049674694.0,10050781309.0,11676735531.0,11676977991.0,,,17938803818.0,,,17940894285.0,,,,25724365991.0,25727306869.0,,19278190417.0,19281558393.0,,,,,,,,,,
direct_loans,2020-2021,excluded_annual_identity_unresolved,opeid_master,442,,,,,,,,,1220623467.0,1220658341.0,633731446.0,633750416.0,,,866960150.0,,,868404111.0,,,,1557650641.0,1559547023.0,,1019285931.0,1021347758.0,,,,,,,,,,
direct_loans,2020-2021,included_unique_family_record,opeid_master,4564,,,,,,,,,10532498411.0,10533426880.0,9408883531.0,9409188003.0,,,15690397260.0,,,15698722561.0,,,,26021616478.0,26026686939.0,,17722913269.0,17732408090.0,,,,,,,,,,
direct_loans,2021-2022,excluded_annual_identity_unresolved,opeid_master,448,,,,,,,,,1272670887.0,1272765920.0,503803947.0,503839360.0,,,680952957.0,,,681912184.0,,,,1484737535.0,1486641557.0,,824176788.0,825558537.0,,,,,,,,,,
direct_loans,2021-2022,included_unique_family_record,opeid_master,4510,,,,,,,,,11256208378.0,11257475649.0,9936991867.0,9937535944.0,,,15025493641.0,,,15030806255.0,,,,25386916390.0,25392166004.0,,16605442496.0,16611957430.0,,,,,,,,,,
direct_loans,2022-2023,excluded_annual_identity_unresolved,opeid_master,432,,,,,,,,,1295791774.0,1298237087.0,713925769.0,713940269.0,,,800735501.0,,,801637044.0,,,,1520805910.0,1523322260.0,,966203774.0,967413772.0,,,,,,,,,,
direct_loans,2022-2023,included_unique_family_record,opeid_master,4459,,,,,,,,,11978496809.0,11979614092.0,10543932278.0,10545497334.0,,,14630160104.0,,,14636071854.0,,,,24538575840.0,24541834885.0,,16755775054.0,16763227334.0,,,,,,,,,,
direct_loans,2023-2024,excluded_annual_identity_unresolved,opeid_master,410,,,,,,,,,1365911116.0,1367215959.0,742289326.0,742298937.0,,,774079755.0,,,774632820.0,,,,1532692535.0,1534453444.0,,946678835.0,947582941.0,,,,,,,,,,
direct_loans,2023-2024,included_unique_family_record,opeid_master,4406,,,,,,,,,12754138847.0,12757071179.0,11350924386.0,11352523108.0,,,14881541459.0,,,14891833911.0,,,,24651023447.0,24662669639.0,,16684733944.0,16696160524.0,,,,,,,,,,
direct_loans,2024-2025,excluded_annual_identity_unresolved,opeid_master,391,,,,,,,,,1461820995.0,1494004773.0,831287417.0,832479346.0,,,792616833.0,,,798193228.0,,,,1619101994.0,1659067074.0,,1023865988.0,1032153431.0,,,,,,,,,,
direct_loans,2024-2025,included_unique_family_record,opeid_master,4330,,,,,,,,,13681646054.0,14186508201.0,11598505061.0,11654828357.0,,,14646440001.0,,,14958446838.0,,,,24955311763.0,25850688266.0,,17538695353.0,17951247695.0,,,,,,,,,,
ffel,1999-2000,excluded_annual_identity_unresolved,opeid_master,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4948600.0,5182328.0,161278074.0,164452597.0,150029467.0,153183038.0
ffel,1999-2000,included_unique_family_record,opeid_master,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159842388.0,2277889916.0,10648540461.0,11283074083.0,8317100593.0,8856732604.0
ffel,2000-2001,ambiguous_family_multiple_records,opeid_master,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3168502.0,3190177.0,4295279.0,4363341.0
ffel,2000-2001,excluded_annual_identity_unresolved,opeid_master,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150857634.0,158846849.0,1019760814.0,1085871059.0,922843548.0,990798794.0
ffel,2000-2001,included_unique_family_record,opeid_master,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2367615107.0,2495047441.0,10300093861.0,10924329168.0,8509079363.0,9072944521.0
ffel,2001-2002,ambiguous_family_multiple_records,opeid_master,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3191525.0,3221190.0,4795201.0,4925489.0
ffel,2001-2002,excluded_annual_identity_unresolved,opeid_master,587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175960262.0,185425780.0,1205281183.0,1298137237.0,1182431119.0,1282257084.0
ffel,2001-2002,included_unique_family_record,opeid_master,3829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685176885.0,2826882433.0,11119905759.0,11813586526.0,9629850176.0,10281000132.0
ffel,2002-2003,ambiguous_family_multiple_records,opeid_master,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3241977.0,3254727.0,4958689.0,5046120.0
ffel,2002-2003,excluded_annual_identity_unresolved,opeid_master,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215410229.0,225875058.0,1549025672.0,1681463944.0,1535273635.0,1677029832.0
ffel,2002-2003,included_unique_family_record,opeid_master,3875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145774615.0,3306230429.0,12635548225.0,13460324973.0,11327819456.0,12133446774.0
ffel,2003-2004,ambiguous_family_multiple_records,opeid_master,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3296267.0,3322617.0,6067679.0,6175330.0
ffel,2003-2004,excluded_annual_identity_unresolved,opeid_master,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303879751.0,321183369.0,1872491728.0,2049001729.0,1927859702.0,2126930627.0
ffel,2003-2004,included_unique_family_record,opeid_master,3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4139193515.0,4341622038.0,14549711763.0,15535629083.0,13284583195.0,14270670528.0
ffel,2004-2005,ambiguous_family_multiple_records,opeid_master,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87318184.0,90735356.0,110470471.0,115048821.0,133328987.0,139871302.0
ffel,2004-2005,excluded_annual_identity_unresolved,opeid_master,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343702647.0,364703368.0,2066153266.0,2267228333.0,2176282363.0,2402274073.0
ffel,2004-2005,included_unique_family_record,opeid_master,3908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4943331943.0,5205549431.0,16029677209.0,17189844961.0,15067430447.0,16265422645.0
ffel,2005-2006,ambiguous_family_multiple_records,opeid_master,4,,,,,,,,,,,,,,,,,,,,,,,,,,,8880.0,8880.0,,,101589799.0,106970052.0,110964507.0,115463436.0,136120316.0,142337856.0
