canonical_name,portable_name,variable_label,description,units,role,source_family,original_dtype,export_storage,category_kind,metadata_quality,dataset_name,metadata_version,precision_format,missing_value_rule,formula,source_documentation,annual_dictionary_variable,reference_year_variable,source_mappings_json,policy_event_ids_json,policy_source_urls_json,status_variable,lower_bound_variable,upper_bound_variable,raw_token_variable,partial_sum_variable
loan_ffel_harmonized__unsubsidized_disbursements_n__status,ffh_unsub_disb_n_stat_364a856bba,FFEL harmonized: Unsubsidized disbursements count status,"Observation or completeness status of loan_ffel_harmonized__unsubsidized_disbursements_n. Distinguishes observed zero, missing/suppressed values, source/schema absence, incomplete components, and blocked family records. Export integer codes are defined in the value-label table. Not unique loans or borrowers. Includes cumulative later activity according to report vintage. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",category,quality_status,ffel_harmonized,string,coded_category,status,specific_definition,FSA institution award-year panel,1.0.0,,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,complete_source_reported | complete_component_sum | complete_direct_only_scope | incomplete_component_sum | no_observed_components | absent_source_record | schema_not_reviewed,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_atb_restriction_2012"", ""titleiv_atb_career_pathway"", ""titleiv_drug_selective_service_2021"", ""loan_limit_2007"", ""loan_limit_2008"", ""ffel_new_lending_end"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_level_split"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2669"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/2986"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/knowledge-center/library/historical-resources/2007-04-12/summary-annual-loan-limit-increases-certain-direct-subsidized-loan-and-direct-unsubsidized-loan-borrowers"", ""https://fsapartners.ed.gov/sites/default/files/2021-02/1314FSAHandbookCompleteActiveIndex.pdf"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/DL_Dashboard_AY2010_2011_Q4.xls"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__unsubsidized_disbursements_n__status,,,,loan_ffel_harmonized__unsubsidized_disbursements_n__observed_partial_sum
loan_ffel_harmonized__unsubsidized_disbursements,ffh_unsub_disb_0191650f00,FFEL harmonized: Unsubsidized disbursements,"FFEL harmonized: Unsubsidized disbursements. Complete sum of the reviewed source-year component measures. Nominal source dollars, not inflation-adjusted. Cohort-based cumulative loan payments, not calendar-year cash flows or outstanding balances; consolidation loans excluded. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",USD_nominal,measure,ffel_harmonized,Float64,numeric,,inherited_source_definition,FSA institution award-year panel,1.0.0,%18.2f,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,Sum all required components only when each is observed; otherwise missing.,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_atb_restriction_2012"", ""titleiv_atb_career_pathway"", ""titleiv_drug_selective_service_2021"", ""loan_limit_2007"", ""loan_limit_2008"", ""ffel_new_lending_end"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_level_split"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2669"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/2986"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/knowledge-center/library/historical-resources/2007-04-12/summary-annual-loan-limit-increases-certain-direct-subsidized-loan-and-direct-unsubsidized-loan-borrowers"", ""https://fsapartners.ed.gov/sites/default/files/2021-02/1314FSAHandbookCompleteActiveIndex.pdf"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/DL_Dashboard_AY2010_2011_Q4.xls"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__unsubsidized_disbursements__status,,,,loan_ffel_harmonized__unsubsidized_disbursements__observed_partial_sum
loan_ffel_harmonized__unsubsidized_disbursements__observed_partial_sum,ffh_unsub_disb_partia_f6692f34b2,FFEL harmonized: Unsubsidized disbursements observed partial sum,"FFEL harmonized: Unsubsidized disbursements observed partial sum. Sum of observed components, which may omit unknown or suppressed components; consult the corresponding status. Nominal source dollars, not inflation-adjusted. Cohort-based cumulative loan payments, not calendar-year cash flows or outstanding balances; consolidation loans excluded. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",USD_nominal,bound_or_partial_measure,ffel_harmonized,Float64,numeric,,inherited_source_definition,FSA institution award-year panel,1.0.0,%18.2f,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,Sum observed components; all-unobserved remains missing. Never an exact total unless status is complete.,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_atb_restriction_2012"", ""titleiv_atb_career_pathway"", ""titleiv_drug_selective_service_2021"", ""loan_limit_2007"", ""loan_limit_2008"", ""ffel_new_lending_end"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_level_split"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2669"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/2986"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/knowledge-center/library/historical-resources/2007-04-12/summary-annual-loan-limit-increases-certain-direct-subsidized-loan-and-direct-unsubsidized-loan-borrowers"", ""https://fsapartners.ed.gov/sites/default/files/2021-02/1314FSAHandbookCompleteActiveIndex.pdf"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/DL_Dashboard_AY2010_2011_Q4.xls"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__unsubsidized_disbursements__status,,,,loan_ffel_harmonized__unsubsidized_disbursements__observed_partial_sum
loan_ffel_harmonized__unsubsidized_disbursements__status,ffh_unsub_disb_status_6860037ffa,FFEL harmonized: Unsubsidized disbursements status,"Observation or completeness status of loan_ffel_harmonized__unsubsidized_disbursements. Distinguishes observed zero, missing/suppressed values, source/schema absence, incomplete components, and blocked family records. Export integer codes are defined in the value-label table. Nominal source dollars, not inflation-adjusted. Cohort-based cumulative loan payments, not calendar-year cash flows or outstanding balances; consolidation loans excluded. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",category,quality_status,ffel_harmonized,string,coded_category,status,specific_definition,FSA institution award-year panel,1.0.0,,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,complete_source_reported | complete_component_sum | complete_direct_only_scope | incomplete_component_sum | no_observed_components | absent_source_record | schema_not_reviewed,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_atb_restriction_2012"", ""titleiv_atb_career_pathway"", ""titleiv_drug_selective_service_2021"", ""loan_limit_2007"", ""loan_limit_2008"", ""ffel_new_lending_end"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_level_split"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2669"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/2986"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/knowledge-center/library/historical-resources/2007-04-12/summary-annual-loan-limit-increases-certain-direct-subsidized-loan-and-direct-unsubsidized-loan-borrowers"", ""https://fsapartners.ed.gov/sites/default/files/2021-02/1314FSAHandbookCompleteActiveIndex.pdf"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/DL_Dashboard_AY2010_2011_Q4.xls"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__unsubsidized_disbursements__status,,,,loan_ffel_harmonized__unsubsidized_disbursements__observed_partial_sum
loan_ffel_harmonized__plus_recipient_count_sum,ffh_plus_recip_count__7c11d3db0a,FFEL harmonized: PLUS recipient count sum,"FFEL harmonized: PLUS recipient count sum. Sum of reported student recipient counts; not a deduplicated count of unique recipients or parent borrowers. Not unique across programs, loan channels, institutions or years. Parent PLUS counts supported students, not parent borrowers. Recipient-record sums are not estimates of unique people. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. Students can occur in multiple loan types, levels, or lending channels. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",sum_of_component_recipient_counts_not_unique_people,measure,ffel_harmonized,Int64,numeric,,inherited_source_definition,FSA institution award-year panel,1.0.0,%18.0g,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,Sum all required components only when each is observed; otherwise missing.,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_drug_selective_service_2021"", ""grad_plus_start"", ""ffel_new_lending_end"", ""plus_credit_2015"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/dear-colleague-letters/2006-04-25/fp-06-05-promissory-note-addenda-and-revised-plain-language-disclosures-ffel-program-loans-awarding-federal-plus-loans-graduate-and-professional-students"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2006-06-23/summary-hera-operational-implementation-guidance-cps-cod-system-and-edexpress-suite-updated-guidance-direct-plus-loan-graduate-and-professional-students-supersedes-5162006-electronic"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2015-01-27/general-subject-early-implementation-changes-regulations-adverse-credit-history-under-direct-plus-loan-program"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__plus_recipient_count_sum__status,loan_ffel_harmonized__plus_unique_recipient_lower_bound,loan_ffel_harmonized__plus_unique_recipient_upper_bound,,loan_ffel_harmonized__plus_recipient_count_sum__observed_partial_sum
loan_ffel_harmonized__plus_recipient_count_sum__observed_partial_sum,ffh_plus_recip_count__c7da1faff1,FFEL harmonized: PLUS recipient count sum observed partial sum,"FFEL harmonized: PLUS recipient count sum observed partial sum. Sum of observed components, which may omit unknown or suppressed components; consult the corresponding status. Not unique across programs, loan channels, institutions or years. Parent PLUS counts supported students, not parent borrowers. Recipient-record sums are not estimates of unique people. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. Students can occur in multiple loan types, levels, or lending channels. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",sum_of_component_recipient_counts_not_unique_people,bound_or_partial_measure,ffel_harmonized,Int64,numeric,,inherited_source_definition,FSA institution award-year panel,1.0.0,%18.0g,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,Sum observed components; all-unobserved remains missing. Never an exact total unless status is complete.,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_drug_selective_service_2021"", ""grad_plus_start"", ""ffel_new_lending_end"", ""plus_credit_2015"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/dear-colleague-letters/2006-04-25/fp-06-05-promissory-note-addenda-and-revised-plain-language-disclosures-ffel-program-loans-awarding-federal-plus-loans-graduate-and-professional-students"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2006-06-23/summary-hera-operational-implementation-guidance-cps-cod-system-and-edexpress-suite-updated-guidance-direct-plus-loan-graduate-and-professional-students-supersedes-5162006-electronic"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2015-01-27/general-subject-early-implementation-changes-regulations-adverse-credit-history-under-direct-plus-loan-program"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__plus_recipient_count_sum__status,loan_ffel_harmonized__plus_unique_recipient_lower_bound,loan_ffel_harmonized__plus_unique_recipient_upper_bound,,loan_ffel_harmonized__plus_recipient_count_sum__observed_partial_sum
loan_ffel_harmonized__plus_recipient_count_sum__status,ffh_plus_recip_count__08a2b9aa50,FFEL harmonized: PLUS recipient count sum status,"Observation or completeness status of loan_ffel_harmonized__plus_recipient_count_sum. Distinguishes observed zero, missing/suppressed values, source/schema absence, incomplete components, and blocked family records. Export integer codes are defined in the value-label table. Not unique across programs, loan channels, institutions or years. Parent PLUS counts supported students, not parent borrowers. Recipient-record sums are not estimates of unique people. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. Students can occur in multiple loan types, levels, or lending channels. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",category,quality_status,ffel_harmonized,string,coded_category,status,specific_definition,FSA institution award-year panel,1.0.0,,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,complete_source_reported | complete_component_sum | complete_direct_only_scope | incomplete_component_sum | no_observed_components | absent_source_record | schema_not_reviewed,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_drug_selective_service_2021"", ""grad_plus_start"", ""ffel_new_lending_end"", ""plus_credit_2015"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/dear-colleague-letters/2006-04-25/fp-06-05-promissory-note-addenda-and-revised-plain-language-disclosures-ffel-program-loans-awarding-federal-plus-loans-graduate-and-professional-students"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2006-06-23/summary-hera-operational-implementation-guidance-cps-cod-system-and-edexpress-suite-updated-guidance-direct-plus-loan-graduate-and-professional-students-supersedes-5162006-electronic"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2015-01-27/general-subject-early-implementation-changes-regulations-adverse-credit-history-under-direct-plus-loan-program"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__plus_recipient_count_sum__status,loan_ffel_harmonized__plus_unique_recipient_lower_bound,loan_ffel_harmonized__plus_unique_recipient_upper_bound,,loan_ffel_harmonized__plus_recipient_count_sum__observed_partial_sum
loan_ffel_harmonized__plus_unique_recipient_lower_bound,ffh_plus_unique_recip_32012eb4ad,FFEL harmonized: PLUS unique recipient lower bound,"FFEL harmonized: PLUS unique recipient lower bound. Lower bound on unique student recipients within the named loan category and reporting scope. Not unique across programs, loan channels, institutions or years. Parent PLUS counts supported students, not parent borrowers. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",bound_on_unique_student_recipients_within_named_scope,bound_or_partial_measure,ffel_harmonized,Int64,numeric,,inherited_source_definition,FSA institution award-year panel,1.0.0,%18.0g,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,Maximum of known component lower bounds (nonnegative counts).,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_drug_selective_service_2021"", ""grad_plus_start"", ""ffel_new_lending_end"", ""plus_credit_2015"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/dear-colleague-letters/2006-04-25/fp-06-05-promissory-note-addenda-and-revised-plain-language-disclosures-ffel-program-loans-awarding-federal-plus-loans-graduate-and-professional-students"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2006-06-23/summary-hera-operational-implementation-guidance-cps-cod-system-and-edexpress-suite-updated-guidance-direct-plus-loan-graduate-and-professional-students-supersedes-5162006-electronic"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2015-01-27/general-subject-early-implementation-changes-regulations-adverse-credit-history-under-direct-plus-loan-program"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__plus_recipient_count_sum__status,loan_ffel_harmonized__plus_unique_recipient_lower_bound,loan_ffel_harmonized__plus_unique_recipient_upper_bound,,loan_ffel_harmonized__plus_recipient_count_sum__observed_partial_sum
loan_ffel_harmonized__plus_unique_recipient_upper_bound,ffh_plus_unique_recip_e0804b64e4,FFEL harmonized: PLUS unique recipient upper bound,"FFEL harmonized: PLUS unique recipient upper bound. Upper bound on unique student recipients within the named loan category and reporting scope. Not unique across programs, loan channels, institutions or years. Parent PLUS counts supported students, not parent borrowers. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.",bound_on_unique_student_recipients_within_named_scope,bound_or_partial_measure,ffel_harmonized,Int64,numeric,,inherited_source_definition,FSA institution award-year panel,1.0.0,%18.0g,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,Sum of component upper bounds only if every required upper bound is known.,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_drug_selective_service_2021"", ""grad_plus_start"", ""ffel_new_lending_end"", ""plus_credit_2015"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/dear-colleague-letters/2006-04-25/fp-06-05-promissory-note-addenda-and-revised-plain-language-disclosures-ffel-program-loans-awarding-federal-plus-loans-graduate-and-professional-students"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2006-06-23/summary-hera-operational-implementation-guidance-cps-cod-system-and-edexpress-suite-updated-guidance-direct-plus-loan-graduate-and-professional-students-supersedes-5162006-electronic"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2015-01-27/general-subject-early-implementation-changes-regulations-adverse-credit-history-under-direct-plus-loan-program"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__plus_recipient_count_sum__status,loan_ffel_harmonized__plus_unique_recipient_lower_bound,loan_ffel_harmonized__plus_unique_recipient_upper_bound,,loan_ffel_harmonized__plus_recipient_count_sum__observed_partial_sum
loan_ffel_harmonized__plus_loans_originated_n,ffh_plus_loans_origin_70fcbb802a,FFEL harmonized: PLUS loans originated count,FFEL harmonized: PLUS loans originated count. Complete sum of the reviewed source-year component measures. Not unique borrowers. Cancelled loans excluded under the workbook definitions. No missing or suppressed component is silently zero-filled. Scope follows loan__program_scope. Source-specific measures retained. loan_ffel One eligible source record per UNITID x award year x family; complete source values retained; no aid allocation.,count_loans,measure,ffel_harmonized,Int64,numeric,,inherited_source_definition,FSA institution award-year panel,1.0.0,%18.0g,Never fill from program lifecycle alone; use observed cell status plus source/schema availability.,Sum all required components only when each is observed; otherwise missing.,Documentation/loan_harmonization.md,,,[],"[""sequester_2013"", ""fafsa_prior_prior_2017"", ""titleiv_drug_selective_service_2021"", ""grad_plus_start"", ""ffel_new_lending_end"", ""plus_credit_2015"", ""quarterly_cumulative_vintage"", ""award_year_july_june"", ""schema_direct_dashes""]","[""https://fsapartners.ed.gov/fsa-print/publication/1003303"", ""https://fsapartners.ed.gov/fsa-print/publication/2775"", ""https://fsapartners.ed.gov/fsa-print/publication/3067"", ""https://fsapartners.ed.gov/knowledge-center/library/dear-colleague-letters/2006-04-25/fp-06-05-promissory-note-addenda-and-revised-plain-language-disclosures-ffel-program-loans-awarding-federal-plus-loans-graduate-and-professional-students"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2006-06-23/summary-hera-operational-implementation-guidance-cps-cod-system-and-edexpress-suite-updated-guidance-direct-plus-loan-graduate-and-professional-students-supersedes-5162006-electronic"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2013-03-01/ope-announcements-subject-impact-sequestration-title-iv-student-financial-assistance-programs"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2015-01-27/general-subject-early-implementation-changes-regulations-adverse-credit-history-under-direct-plus-loan-program"", ""https://fsapartners.ed.gov/knowledge-center/library/electronic-announcements/2026-03-13/federal-student-aid-posts-updated-reports-fsa-data-center"", ""https://fsapartners.ed.gov/sites/default/files/2021-03/1011FSAHbkVol3Master.pdf"", ""https://studentaid.gov/sites/default/files/fsawg/datacenter/library/DL_Dashboard_AY2017_2018_Q4.xls""]",loan_ffel_harmonized__plus_loans_originated_n__status,,,,loan_ffel_harmonized__plus_loans_originated_n__observed_partial_sum
