source_family,year,source_url,local_path,sha256,review_status,coverage_limit
NCES/FSA annual official crosswalk,2013,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2013.xlsx,ce8336278508515d69ef37e13663b89c8d69e3e30f63f2ae14999a71f508d700,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2014,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2014.xlsx,278a90cf7f657cb563ad864c9dd1a63d826455ac4094da24a183b006edc3d616,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2015,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2015.xlsx,62c3e4e57d48bba67cde6ae3fc8d19219f909e0d429e344a42b7e5e07aa91511,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2016,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2016.xlsx,7cc4f356cdd19f8f647c09b5b3e9cd23255101bbf5c2d14d87377d54d952b38d,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2017,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2017.xlsx,c87063aeb8385b562b354fec57af26190b7d274151d4294acfe98eec270a5b22,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2018,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2018.xlsx,6e892bb393c5f26c4c825c5f3f31b327d2bdd6088b0b0a645c07c9419ff6ea09,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2019,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2019.xlsx,0899b4afdbb08585a504f7a9b1e40a69603331fd394419d755700c2161db4336,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2020,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2020.xlsx,f979628438f44406143da671355febf2781ec66c4f2b771081bb420f391175d3,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2021,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2021.xlsx,492c3ff8eb8c54300de2fa327b0823ae7888a072f084d3fc6991935834359188,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2022,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2022.xlsx,ecdc680414612ffdfb9b40fc0fbfad8cc34ab726ce742934cc567d98b6f56960,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2023,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2023.xlsx,1dfc63a4a5944ebba538de0c014db4251fe501a0cadf97837638dff7fc82645e,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES/FSA annual official crosswalk,2024,https://ed-public-download.scorecard.network/downloads/College_Scorecard_Raw_Data_06102026.zip,ResearchBuild/IPEDS/official_crosswalks/CW2024_prelim.xlsx,cc489f5d778bbcf618039c6893bec455bb73a65e71022c7ce2d8f3c92c100ccb,All data columns and dictionary/value-label/notes sheets compared across annual series,Preliminary2024; retrospective PEPS aliases; no CW1999 or CW2025 available in archive
NCES HD/FLAGS annual source,FA2000HD.zip,https://nces.ed.gov/ipeds/datacenter/data/FA2000HD.zip,ResearchBuild/IPEDS/official_hd_v2/FA2000HD.zip,a3c91094e8e2b953a54d322c0d6a298e909a55fe15ecdf7f8e14800eba1bbcb8,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FA2001HD.zip,https://nces.ed.gov/ipeds/datacenter/data/FA2001HD.zip,ResearchBuild/IPEDS/official_hd_v2/FA2001HD.zip,b84854005d7e384991ce628a0110b856bca87085bc26b19cce9aad98583203f8,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2004.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2004.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2004.zip,22796a77730c3765c681646677c3b0b329cd6943621a134c2cc64b362e86e7c4,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2005.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2005.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2005.zip,1377bc11ae306be058adbc3567288fe3f8293c9591cbe86ccf3c60f1b7441890,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2006.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2006.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2006.zip,fdb7bdd87e2b760f010f6af4b4a06bb4e0b53df5f35f5aeeef83a62ead5c6fa9,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2007.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2007.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2007.zip,b242f8ca319f97df2123541038311f66e8120c5e60123956b12df217602b0e4d,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2008.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2008.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2008.zip,02d9aab13517d0d1ead99c360a3bf7b5019209e98e3fce883c70c1aa55986bbe,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2009.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2009.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2009.zip,c4c7ad7ab3c5d8f1357dbc5778b2fd68a2d9e8955c9bb1c8eddf5a3981c71df9,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2010.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2010.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2010.zip,7d3f85f8f957593e5a3f7bbd8c6dfd267dc32b1173501a186d84f67764cc0c79,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2011.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2011.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2011.zip,35a5bd5094334e38df307b7d2e6306fd86852b83bc9eb92aa30086f651a54517,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2012.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2012.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2012.zip,4d3915bbc7ecfde335be7f8134d336a4b568b7934436a07b5f8a908858d37739,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2013.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2013.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2013.zip,daa24c8540d6893b629ab7847c7cff7bcab074cdcdc64405cf8f85f4f81a97cf,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2014.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2014.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2014.zip,0a0f6ded7878137da6ae88cb5243c8a0c75d562971d724b73a13d9c61a6fbac6,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2015.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2015.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2015.zip,b3d57a747601beae7eb4d9b300933e6a698c3bbaa4d400ad0000eb138f53839d,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2016.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2016.zip,dcd21b11ab3c2a67f42878bd5066a261c456c71e2d7aea95a9cde40f080cf4b8,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2017.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2017.zip,39cde977c1da45f07086f6aa33b6f0111cc51ab0c0ae6ee7ef9507c81b079424,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2018.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2018.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2018.zip,1e54a393ae7ca71436e17b5be7c4a2f104d1dd966971d671e02cc032920754b4,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2019.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2019.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2019.zip,369a6c1968801f8a936bc9506dee70d7f3029bd00a3d32704710dcb88c845072,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2020.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2020.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2020.zip,b5f2474399523eb1028938d188dd1d41a2dea9b329d44b9024e92a8b085f645a,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2021.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2021.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2021.zip,0304339c403823d7900169906c564b60b951e2b85c95d9a4640d6b9898bf4d2f,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2022.zip,https://nces.ed.gov/ipeds/datacenter/data/FLAGS2022.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2022.zip,85c10ad91d332165c51a0c5ac834244e53fff0b1d09223ca6066a986fe75cdbb,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,FLAGS2023.zip,https://nces.ed.gov/ipeds/complete-data-files/FLAGS2023.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2023.zip,77f23ec720ab080284ad48448ccdd819da990efe0e152990054fc0d22e5a601e,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",current_complete_data_files_endpoint
NCES HD/FLAGS annual source,FLAGS2024.zip,https://nces.ed.gov/ipeds/complete-data-files/FLAGS2024.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2024.zip,d208a29e446e3a858cd8af70982b940578cbfe32a511533a4d22c2d1e0adae1e,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",current_complete_data_files_endpoint
NCES HD/FLAGS annual source,FLAGS2025.zip,https://nces.ed.gov/ipeds/complete-data-files/FLAGS2025.zip,ResearchBuild/IPEDS/official_hd_v2/FLAGS2025.zip,492379dec18320f9110cf4a3e53cf850a8ed93846565868eaecb8a43c9bc58a1,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",current_complete_data_files_endpoint
NCES HD/FLAGS annual source,HD2002.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2002.zip,ResearchBuild/IPEDS/official_hd_v2/HD2002.zip,92c59fbfc243f6afd1420f2fcb7ddac2b227f699672434da5f626f7736080c16,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2003.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2003.zip,ResearchBuild/IPEDS/official_hd_v2/HD2003.zip,1448f42f112f8127c1d003caec8d983317c433c0e98d636ae1b5f19c7880f349,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2004.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2004.zip,ResearchBuild/IPEDS/official_hd_v2/HD2004.zip,92a3dc3079f3e7cd5dcd2693361ee8a84661c373851682a9d4a21a36fd95aa5f,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2005.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2005.zip,ResearchBuild/IPEDS/official_hd_v2/HD2005.zip,b6c9c0e4634f4404d0670c907e22964ea96932eb2cebbc2efb0759fe055ecbb7,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2006.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2006.zip,ResearchBuild/IPEDS/official_hd_v2/HD2006.zip,2fe089ae93b3df0085e31ee76471db2cedbc8d2d1d08a6497f460d5cec68cab6,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2007.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2007.zip,ResearchBuild/IPEDS/official_hd_v2/HD2007.zip,ee66cd0e6676b63dd051d4469d93ddf9492b1d6a2983105a061d2ddc0ac0717d,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2008.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2008.zip,ResearchBuild/IPEDS/official_hd_v2/HD2008.zip,eb760d8fd5fa8591e2e4149af1c1954e52ba9a8aacbb5327d066511ff8d7d25b,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2009.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2009.zip,ResearchBuild/IPEDS/official_hd_v2/HD2009.zip,6639ed79d93a4313e0be5830d8250709924811f8dec3fb664a9dea56f7dc1774,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2010.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2010.zip,ResearchBuild/IPEDS/official_hd_v2/HD2010.zip,72874b792f3c17c143002261af505340742f361645814f120216bda0ccaddb9c,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2011.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2011.zip,ResearchBuild/IPEDS/official_hd_v2/HD2011.zip,cc25e07c20380b1254f3a2d000d118cb1ec920d989a3071058c21ac8732548b6,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2012.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2012.zip,ResearchBuild/IPEDS/official_hd_v2/HD2012.zip,8d806d818194ccefdc594204025d4c17610338770a0ff130d28f251eec05691e,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2013.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2013.zip,ResearchBuild/IPEDS/official_hd_v2/HD2013.zip,d9690d6c37c1616f5c7e9f5ea845a9a9a72ea06665db2626bfb07c5c5dff809f,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2014.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2014.zip,ResearchBuild/IPEDS/official_hd_v2/HD2014.zip,ff890e8305d3576c9ab9a0f3c6837ebce4fe5ce5c0d92374a0773f0a9f4150b8,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2015.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2015.zip,ResearchBuild/IPEDS/official_hd_v2/HD2015.zip,17db8753dd1dc404899d8a40fbc4c1eb3d96dd07d06b4b21e6ad994c778351df,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2016.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2016.zip,ResearchBuild/IPEDS/official_hd_v2/HD2016.zip,a09e91d3e3b7ef63fb30b5372402f3805c5da1c74959925486036745f2fb664e,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2017.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2017.zip,ResearchBuild/IPEDS/official_hd_v2/HD2017.zip,4dbb7905c0436ed97920d4d876e4c598f5f18c2c742dab9972b804b6ee133e57,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2018.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2018.zip,ResearchBuild/IPEDS/official_hd_v2/HD2018.zip,4e632bc76441c12e8e42b4e66dd6af99aa332342c4879920c09d7d8317cf9b29,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2019.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2019.zip,ResearchBuild/IPEDS/official_hd_v2/HD2019.zip,727cb3484666e5fea8669ce0fb2ad4606ed19531b47cf428d6748072d7e7ab26,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2020.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2020.zip,ResearchBuild/IPEDS/official_hd_v2/HD2020.zip,cfbdf04201f4be4ae6f98b3800424b6fffd498ec2932f34d287b3d9f17aa3475,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2021.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2021.zip,ResearchBuild/IPEDS/official_hd_v2/HD2021.zip,6ea1a974e2994cfcf066b4910bcdad7b0df6f927e6871f3d55532af94b965389,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2022.zip,https://nces.ed.gov/ipeds/datacenter/data/HD2022.zip,ResearchBuild/IPEDS/official_hd_v2/HD2022.zip,e36389b793741bf6886b8d85fa9b42614644162b0d0b1d024a663a9c1865c782,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",explicit_legacy_archive_fallback_after_current_endpoint_404
NCES HD/FLAGS annual source,HD2023.zip,https://nces.ed.gov/ipeds/complete-data-files/HD2023.zip,ResearchBuild/IPEDS/official_hd_v2/HD2023.zip,7865dec01a81ec0550aba7d862a49983de8bce45a603aee45af36e6c9692110b,"Provenance hash, parsed schema and counts, PRCH scope availability, previous-vintage hash compared",current_complete_data_files_endpoint
